table_name,table_description,curated_dbt_type,column_name,column_description,source_data_type,column_type,column_tests
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,contact_type_id,Column in C_CONTACT_TYPE called CONTACT_TYPE_ID,VARCHAR(60),,
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,descr,Column in C_CONTACT_TYPE called DESCR,VARCHAR(255),,
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,comment,Column in C_CONTACT_TYPE called COMMENT,VARCHAR(1000),,
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,modified_by_user_sid,Column in C_CONTACT_TYPE called MODIFIED_BY_USER_SID,"NUMBER(38,0)",,
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,modified_datetime,Column in C_CONTACT_TYPE called MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_CONTACT_TYPE,Alliant source table called C_CONTACT_TYPE,scd2,system_modified_datetime,Column in C_CONTACT_TYPE called SYSTEM_MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,contact_sid,Column in C_CONTACT_UDF called CONTACT_SID,"NUMBER(38,0)",unique_key,unique
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,udf_sid,Column in C_CONTACT_UDF called UDF_SID,"NUMBER(38,0)",unique_key,unique
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,udf_value,Column in C_CONTACT_UDF called UDF_VALUE,VARCHAR(16777216),,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,item_overridden_flag,Column in C_CONTACT_UDF called ITEM_OVERRIDDEN_FLAG,VARCHAR(1),,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,udf_lookup_version_number,Column in C_CONTACT_UDF called UDF_LOOKUP_VERSION_NUMBER,"NUMBER(38,0)",,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,data_format_sid,Column in C_CONTACT_UDF called DATA_FORMAT_SID,"NUMBER(38,0)",,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,data_view_sid,Column in C_CONTACT_UDF called DATA_VIEW_SID,"NUMBER(38,0)",,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,allow_rich_text_flag,Column in C_CONTACT_UDF called ALLOW_RICH_TEXT_FLAG,VARCHAR(1),,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,rich_text,Column in C_CONTACT_UDF called RICH_TEXT,BINARY,,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,modified_by_user_sid,Column in C_CONTACT_UDF called MODIFIED_BY_USER_SID,"NUMBER(38,0)",,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,modified_datetime,Column in C_CONTACT_UDF called MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_CONTACT_UDF,Alliant source table called C_CONTACT_UDF,scd2,system_modified_datetime,Column in C_CONTACT_UDF called SYSTEM_MODIFIED_DATETIME,TIMESTAMP_NTZ,updated_date,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,contact_sid,Column in C_CONTACT_UDF_LOOKUP called CONTACT_SID,"NUMBER(38,0)",unique_key,unique
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udf_sid,Column in C_CONTACT_UDF_LOOKUP called UDF_SID,"NUMBER(38,0)",unique_key,unique
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,seq_nbr,Column in C_CONTACT_UDF_LOOKUP called SEQ_NBR,"NUMBER(38,0)",unique_key,unique
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,sql_resolved_flag,Column in C_CONTACT_UDF_LOOKUP called SQL_RESOLVED_FLAG,VARCHAR(1),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,sql_tokens,Column in C_CONTACT_UDF_LOOKUP called SQL_TOKENS,VARCHAR(16777216),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,sort_order_nbr,Column in C_CONTACT_UDF_LOOKUP called SORT_ORDER_NBR,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,start_period_sid,Column in C_CONTACT_UDF_LOOKUP called START_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,end_period_sid,Column in C_CONTACT_UDF_LOOKUP called END_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,start_actual_period_sid,Column in C_CONTACT_UDF_LOOKUP called START_ACTUAL_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,end_actual_period_sid,Column in C_CONTACT_UDF_LOOKUP called END_ACTUAL_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,start_other_period_sid,Column in C_CONTACT_UDF_LOOKUP called START_OTHER_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,end_other_period_sid,Column in C_CONTACT_UDF_LOOKUP called END_OTHER_PERIOD_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,start_user_date,Column in C_CONTACT_UDF_LOOKUP called START_USER_DATE,TIMESTAMP_NTZ,,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,end_user_date,Column in C_CONTACT_UDF_LOOKUP called END_USER_DATE,TIMESTAMP_NTZ,,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,price_point_range,Column in C_CONTACT_UDF_LOOKUP called PRICE_POINT_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,alt_price_point_range,Column in C_CONTACT_UDF_LOOKUP called ALT_PRICE_POINT_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_1_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_1_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_1_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_1_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_1_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_1_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_1_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_1_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_2_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_2_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_2_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_2_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_2_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_2_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_2_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_2_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_3_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_3_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_3_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_3_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_3_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_3_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_3_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_3_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_4_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_4_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_4_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_4_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_4_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_4_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_4_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_4_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_5_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_5_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_5_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_5_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_5_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_5_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_5_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_5_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_6_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_6_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_6_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_6_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_6_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_6_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_6_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_6_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_7_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_7_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_7_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_7_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_7_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_7_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_7_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_7_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_8_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_8_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_8_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_8_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_8_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_8_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_8_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_8_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_9_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_9_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_9_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_9_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_9_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_9_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_9_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_9_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_10_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_10_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_10_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_10_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_10_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_10_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_10_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_10_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_11_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_11_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_11_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_11_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_11_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_11_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_11_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_11_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_12_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_12_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_12_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_12_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_12_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_12_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_12_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_12_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_13_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_13_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_13_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_13_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_13_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_13_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_13_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_13_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_14_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_14_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_14_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_14_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_14_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_14_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_14_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_14_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_15_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_15_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_15_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_15_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_15_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_15_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_15_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_15_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_16_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_16_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_16_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_16_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_16_hierarchy_type_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_16_HIERARCHY_TYPE_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_16_group_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_16_GROUP_SID,"NUMBER(38,0)",,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_17_range,Column in C_CONTACT_UDF_LOOKUP called UDKEY_17_RANGE,VARCHAR(60),,
C_CONTACT_UDF_LOOKUP,Alliant source table called C_CONTACT_UDF_LOOKUP,scd2,udkey_17_sid,Column in C_CONTACT_UDF_LOOKUP called UDKEY_17_SID,"NUMBER(38,0)",,
